voyage_id,raw_text,event_type,start_time,end_time
V098,13/10/2025 23:00 – Loading operations began,LOADING_START,2025-10-13T23:00:00,
V098,14/10/2025 00:00 – Completed loading cargo,LOADING_END,,2025-10-14T00:00:00
V098,14/10/2025 07:00 – Shifting from berth 2 to berth 5,SHIFTING,2025-10-14T07:00:00,
V098,14/10/2025 08:00 – Discharge ops commenced,DISCHARGING_START,2025-10-14T08:00:00,
V098,14/10/2025 16:00 – Discharging operations completed,DISCHARGING_END,,2025-10-14T16:00:00
V098,14/10/2025 20:00 – Vessel left port limits,DEPARTURE,2025-10-14T20:00:00,
V099,16/10/2025 13:00 – Ship reached port anchorage,ARRIVAL,2025-10-16T13:00:00,
V099,16/10/2025 18:00 – Pilot embarked vessel,PILOT_ONBOARD,2025-10-16T18:00:00,
V099,16/10/2025 20:00 – Vessel berthed at Jetty 2,BERTHING,2025-10-16T20:00:00,
V099,16/10/2025 23:00 – Started cargo operations,LOADING_START,2025-10-16T23:00:00,
V099,17/10/2025 05:00 – Finished cargo operations,LOADING_END,,2025-10-17T05:00:00
V099,17/10/2025 12:00 – Vessel shifted to another berth,SHIFTING,2025-10-17T12:00:00,
V099,17/10/2025 18:00 – Commenced discharging cargo,DISCHARGING_START,2025-10-17T18:00:00,
V099,18/10/2025 02:00 – Discharging operations completed,DISCHARGING_END,,2025-10-18T02:00:00
V099,18/10/2025 08:00 – Sailed from anchorage,DEPARTURE,2025-10-18T08:00:00,
V100,19/10/2025 09:00 – Anchored at port limits,ARRIVAL,2025-10-19T09:00:00,
V100,19/10/2025 11:00 – Pilot on board,PILOT_ONBOARD,2025-10-19T11:00:00,
V100,19/10/2025 15:00 – All fast at berth 4,BERTHING,2025-10-19T15:00:00,
V100,19/10/2025 21:00 – Commenced loading cargo,LOADING_START,2025-10-19T21:00:00,
V100,20/10/2025 02:00 – Finished cargo operations,LOADING_END,,2025-10-20T02:00:00
V100,20/10/2025 03:00 – Vessel shifted to another berth,SHIFTING,2025-10-20T03:00:00,
V100,20/10/2025 07:00 – Discharge ops commenced,DISCHARGING_START,2025-10-20T07:00:00,
V100,20/10/2025 08:00 – Finished discharging,DISCHARGING_END,,2025-10-20T08:00:00
V100,20/10/2025 12:00 – Vessel left port limits,DEPARTURE,2025-10-20T12:00:00,
